sequence,step,increments,prev_j_positions,prev_pos_x,prev_pos_y,prev_pos_z,post_j_positions,post_pos_x,post_pos_y,post_pos_z
0,13,"[0.029915966948801855, -0.03864503632722324, -0.11710305780074917]","[0.32629895210266113, -0.3001127243041992, 0.07676291465759277]",-0.030868738889694214,-9.887183841783553e-05,0.28338783979415894,"[0.35688138008117676, -0.3391425609588623, -0.04062509536743164]",-0.028785105794668198,-0.0001258906995644793,0.2827603220939636
0,14,"[0.04828541579713834, 0.030086290908336633, -0.1228540847702623]","[0.35688138008117676, -0.3391425609588623, -0.04062509536743164]",-0.028785105794668198,-0.0001258906995644793,0.2827603220939636,"[0.4059336185455322, -0.3092460632324219, -0.16430306434631348]",-0.03738555312156677,-0.00014297814050223678,0.28085464239120483
0,15,"[-0.01981547768133641, -0.11100039454946672, 0.10185973462767733]","[0.4059336185455322, -0.3092460632324219, -0.16430306434631348]",-0.03738555312156677,-0.00014297814050223678,0.28085464239120483,"[0.38668036460876465, -0.42090463638305664, -0.0626528263092041]",-0.024737689644098282,-0.00010419894533697516,0.2817712426185608
0,16,"[0.12502591459024912, -0.01916907655322221, 0.0856533746239955]","[0.38668036460876465, -0.42090463638305664, -0.0626528263092041]",-0.024737689644098282,-0.00010419894533697516,0.2817712426185608,"[0.5127124786376953, -0.44071531295776367, 0.02323293685913086]",-0.048123620450496674,-6.010626384522766e-05,0.27715015411376953
0,17,"[0.030315720741884614, -0.07468559730050306, 0.12257181492037614]","[0.5127124786376953, -0.44071531295776367, 0.02323293685913086]",-0.048123620450496674,-6.010626384522766e-05,0.27715015411376953,"[0.5440003871917725, -0.5162737369537354, 0.14658236503601074]",-0.04908376187086105,-8.965480810729787e-05,0.27577847242355347
0,18,"[0.10308956298621559, 0.025104608874404175, -0.011043193056106697]","[0.5440003871917725, -0.5162737369537354, 0.14658236503601074]",-0.04908376187086105,-8.965480810729787e-05,0.27577847242355347,"[0.6483478546142578, -0.4917919635772705, 0.13614249229431152]",-0.06972843408584595,-0.0001230055931955576,0.2692055404186249
0,19,"[0.07437758461091569, -0.03482363530175421, 0.05771825167406373]","[0.6483478546142578, -0.4917919635772705, 0.13614249229431152]",-0.06972843408584595,-0.0001230055931955576,0.2692055404186249,"[0.7240951061248779, -0.527294397354126, 0.1946406364440918]",-0.08038584142923355,-0.0001211051203426905,0.2637574076652527
0,20,"[0.0595655813710822, 0.10550966863381624, -0.02288358337884798]","[0.7240951061248779, -0.527294397354126, 0.1946406364440918]",-0.08038584142923355,-0.0001211051203426905,0.2637574076652527,"[0.7850546836853027, -0.4218771457672119, 0.17229938507080078]",-0.10042411088943481,-0.00020264822524040937,0.25461581349372864
0,21,"[0.03619573853383999, -0.07492224699495938, 0.0766849197681198]","[0.7850546836853027, -0.4218771457672119, 0.17229938507080078]",-0.10042411088943481,-0.00020264822524040937,0.25461581349372864,"[0.8225662708282471, -0.49721360206604004, 0.2498025894165039]",-0.10083591192960739,-0.00021732188179157674,0.25274842977523804
0,22,"[-0.07050618452640724, -0.11638279932279448, 0.07018801348005906]","[0.8225662708282471, -0.49721360206604004, 0.2498025894165039]",-0.10083591192960739,-0.00021732188179157674,0.25274842977523804,"[0.7528655529022217, -0.6144669055938721, 0.3210129737854004]",-0.07934284210205078,-0.00018378029926680028,0.2621878683567047
0,23,"[-0.11525369464255475, -0.03104560545377291, 0.06982442110490422]","[0.7528655529022217, -0.6144669055938721, 0.3210129737854004]",-0.07934284210205078,-0.00018378029926680028,0.2621878683567047,"[0.6377997398376465, -0.6463830471038818, 0.3920285701751709]",-0.058534007519483566,-8.519842231180519e-05,0.26994088292121887
0,24,"[-0.12227658789122299, 0.04608119681756589, 0.0831222375063012]","[0.6377997398376465, -0.6463830471038818, 0.3920285701751709]",-0.058534007519483566,-8.519842231180519e-05,0.26994088292121887,"[0.5151684284210205, -0.6008162498474121, 0.4765284061431885]",-0.04428736865520477,-4.849154356634244e-05,0.27494803071022034
0,25,"[0.03309958366278661, 0.004376359905627264, 0.12478667778161709]","[0.5151684284210205, -0.6008162498474121, 0.4765284061431885]",-0.04428736865520477,-4.849154356634244e-05,0.27494803071022034,"[0.5481102466583252, -0.596853494644165, 0.6030700206756592]",-0.05369921028614044,-4.827012890018523e-05,0.27157312631607056
0,26,"[0.04365420898574372, 0.0752012538240342, -0.08297717692007031]","[0.5481102466583252, -0.596853494644165, 0.6030700206756592]",-0.05369921028614044,-4.827012890018523e-05,0.27157312631607056,"[0.5918161869049072, -0.5216615200042725, 0.5211646556854248]",-0.06703737378120422,-2.6862700906349346e-05,0.2688416838645935
0,27,"[0.11910286139211698, 0.00786119042871855, 0.007774679752151666]","[0.5918161869049072, -0.5216615200042725, 0.5211646556854248]",-0.06703737378120422,-2.6862700906349346e-05,0.2688416838645935,"[0.7114777565002441, -0.5137724876403809, 0.5298938751220703]",-0.08781657367944717,-2.5307494070148095e-05,0.25905007123947144
0,28,"[0.09779402118124737, -0.10707468066615088, -0.13064657258837534]","[0.7114777565002441, -0.5137724876403809, 0.5298938751220703]",-0.08781657367944717,-2.5307494070148095e-05,0.25905007123947144,"[0.8101451396942139, -0.6213028430938721, 0.39942073822021484]",-0.08965399861335754,-5.586114639299922e-06,0.256330281496048
0,29,"[0.04867991435010091, -0.13050622385699107, 0.11675254482051906]","[0.8101451396942139, -0.6213028430938721, 0.39942073822021484]",-0.08965399861335754,-5.586114639299922e-06,0.256330281496048,"[0.8597590923309326, -0.7527732849121094, 0.5168726444244385]",-0.08672358840703964,5.396401684265584e-05,0.2538801431655884
0,30,"[-0.08776519284939767, 0.12048490017576763, 0.012262857325330155]","[0.8597590923309326, -0.7527732849121094, 0.5168726444244385]",-0.08672358840703964,5.396401684265584e-05,0.2538801431655884,"[0.7724058628082275, -0.6325559616088867, 0.5297808647155762]",-0.08558444678783417,8.222757605835795e-05,0.2576735019683838
0,31,"[0.11488321096798773, 0.09458242407814177, 0.025305781657641014]","[0.7724058628082275, -0.6325559616088867, 0.5297808647155762]",-0.08558444678783417,8.222757605835795e-05,0.2576735019683838,"[0.8881170749664307, -0.5377740859985352, 0.5557458400726318]",-0.11259745806455612,0.0001417605089955032,0.2415795475244522
0,32,"[-0.04917075056454477, -0.08048195742719653, -0.011917211305337403]","[0.8881170749664307, -0.5377740859985352, 0.5557458400726318]",-0.11259745806455612,0.0001417605089955032,0.2415795475244522,"[0.8394322395324707, -0.6184501647949219, 0.5443253517150879]",-0.09747935831546783,0.00011968344915658236,0.2507263422012329
0,33,"[0.05886840661709395, 0.01996804941948957, 0.03943508026497654]","[0.8394322395324707, -0.6184501647949219, 0.5443253517150879]",-0.09747935831546783,0.00011968344915658236,0.2507263422012329,"[0.8989646434783936, -0.5985562801361084, 0.5843696594238281]",-0.10906118899583817,0.0001460777421016246,0.24257080256938934
0,34,"[-0.05894576089103979, -0.05879212638976112, 0.12038620339269968]","[0.8989646434783936, -0.5985562801361084, 0.5843696594238281]",-0.10906118899583817,0.0001460777421016246,0.24257080256938934,"[0.8403263092041016, -0.6576752662658691, 0.705841064453125]",-0.0969405546784401,0.00011575968528632075,0.24863266944885254
0,35,"[0.08476739410011737, 0.09189260289718432, -0.06414328081406173]","[0.8403263092041016, -0.6576752662658691, 0.705841064453125]",-0.0969405546784401,0.00011575968528632075,0.24863266944885254,"[0.9257071018218994, -0.5656442642211914, 0.6422984600067139]",-0.11659017950296402,0.00013567047426477075,0.2366045117378235
0,36,"[0.10713618159289488, 0.12346707878403249, 0.0167120166741313]","[0.9257071018218994, -0.5656442642211914, 0.6422984600067139]",-0.11659017950296402,0.00013567047426477075,0.2366045117378235,"[1.033815622329712, -0.44150280952453613, 0.6595971584320068]",-0.14072580635547638,0.00016271459753625095,0.2139657586812973
0,37,"[-0.08160249791271511, 0.05090287494238733, -0.12171722908960551]","[1.033815622329712, -0.44150280952453613, 0.6595971584320068]",-0.14072580635547638,0.00016271459753625095,0.2139657586812973,"[0.952681303024292, -0.38980793952941895, 0.5377919673919678]",-0.13348639011383057,6.521448085550219e-05,0.2248375564813614
0,38,"[0.020871211262889787, 0.0034684138781622435, 0.12424357333512034]","[0.952681303024292, -0.38980793952941895, 0.5377919673919678]",-0.13348639011383057,6.521448085550219e-05,0.2248375564813614,"[0.974041223526001, -0.3856489658355713, 0.6625504493713379]",-0.13779780268669128,6.165281229186803e-05,0.21820256114006042
0,39,"[-0.0839441938081817, 0.03134169585972436, -0.11501302135621422]","[0.974041223526001, -0.3856489658355713, 0.6625504493713379]",-0.13779780268669128,6.165281229186803e-05,0.21820256114006042,"[0.890150785446167, -0.353590726852417, 0.5474214553833008]",-0.12859924137592316,1.123419679061044e-05,0.23042914271354675
1,0,"[0.004875994609505314, 0.07320257300569193, 0.11406132883723784]","[0.7853984832763672, 0.7853982448577881, 0.7853982448577881]",-0.1546902060508728,-1.1229909432586282e-05,0.1328936070203781,"[0.790294885635376, 0.8589246273040771, 0.9000012874603271]",-0.15001074969768524,2.567455567259458e-06,0.12407232820987701
1,1,"[0.0024141422141514476, 0.11531498044911723, 0.08748115582567033]","[0.790294885635376, 0.8589246273040771, 0.9000012874603271]",-0.15001074969768524,2.567455567259458e-06,0.12407232820987701,"[0.792736291885376, 0.9750263690948486, 0.9883549213409424]",-0.14335493743419647,5.0528356950962916e-05,0.11206567287445068
1,2,"[-0.026506288490744618, 0.0010218826135672365, -0.0669718721595807]","[0.792736291885376, 0.9750263690948486, 0.9883549213409424]",-0.14335493743419647,5.0528356950962916e-05,0.11206567287445068,"[0.7661397457122803, 0.9767229557037354, 0.9218065738677979]",-0.14475296437740326,2.753018998191692e-05,0.11627936363220215
1,3,"[0.02879144825272486, 0.0010751212943579055, -0.0462297818885083]","[0.7661397457122803, 0.9767229557037354, 0.9218065738677979]",-0.14475296437740326,2.753018998191692e-05,0.11627936363220215,"[0.7949783802032471, 0.9783804416656494, 0.8757188320159912]",-0.14619706571102142,5.540722486330196e-05,0.11277766525745392
1,4,"[-0.08728752364762699, -0.008676950965474288, 0.014392389312190921]","[0.7949783802032471, 0.9783804416656494, 0.8757188320159912]",-0.14619706571102142,5.540722486330196e-05,0.11277766525745392,"[0.7073571681976318, 0.9701573848724365, 0.8903005123138428]",-0.14438402652740479,7.092101441230625e-05,0.1261443942785263
1,5,"[0.09043752116488808, 0.04373186936283935, -0.019979231239666148]","[0.7073571681976318, 0.9701573848724365, 0.8903005123138428]",-0.14438402652740479,7.092101441230625e-05,0.1261443942785263,"[0.797898530960083, 1.014469861984253, 0.8703854084014893]",-0.14450868964195251,8.139663259498775e-05,0.10924562811851501
1,6,"[0.10508614681126127, -0.06636940169697275, 0.05375934780180185]","[0.797898530960083, 1.014469861984253, 0.8703854084014893]",-0.14450868964195251,8.139663259498775e-05,0.10924562811851501,"[0.9035136699676514, 0.948286771774292, 0.9244544506072998]",-0.1464938372373581,8.005041308933869e-05,0.0988355204463005
1,7,"[0.02956637700035247, -0.11342746578527986, -0.10214554885959592]","[0.9035136699676514, 0.948286771774292, 0.9244544506072998]",-0.1464938372373581,8.005041308933869e-05,0.0988355204463005,"[0.9336516857147217, 0.8345065116882324, 0.8220827579498291]",-0.1544429510831833,7.261969585670158e-05,0.10548578202724457
1,8,"[-0.12971156294652453, 0.01526200208063183, -0.12971536335182754]","[0.9336516857147217, 0.8345065116882324, 0.8220827579498291]",-0.1544429510831833,7.261969585670158e-05,0.10548578202724457,"[0.8038702011108398, 0.8495399951934814, 0.6915581226348877]",-0.15502116084098816,4.4888794946018606e-05,0.12663109600543976
1,9,"[0.10928952746793917, -0.10737397235858226, 0.07315255026945393]","[0.8038702011108398, 0.8495399951934814, 0.6915581226348877]",-0.15502116084098816,4.4888794946018606e-05,0.12663109600543976,"[0.913557767868042, 0.7415015697479248, 0.7643883228302002]",-0.15876297652721405,4.6104734792606905e-05,0.11835739016532898
1,10,"[0.12801186636655904, 0.04486076945507579, 0.007165469351422202]","[0.913557767868042, 0.7415015697479248, 0.7643883228302002]",-0.15876297652721405,4.6104734792606905e-05,0.11835739016532898,"[1.042449712753296, 0.7860057353973389, 0.7713162899017334]",-0.15723079442977905,6.381326966220513e-05,0.0935489609837532
1,11,"[0.08403585578418943, -0.05265879252391776, -0.0837690671080444]","[1.042449712753296, 0.7860057353973389, 0.7713162899017334]",-0.15723079442977905,6.381326966220513e-05,0.0935489609837532,"[1.1275684833526611, 0.7328164577484131, 0.6869542598724365]",-0.16074979305267334,7.592642941744998e-05,0.08596956729888916
1,12,"[-0.043616888430713874, 0.11973314514860774, 0.0683855603382796]","[1.1275684833526611, 0.7328164577484131, 0.6869542598724365]",-0.16074979305267334,7.592642941744998e-05,0.08596956729888916,"[1.084672212600708, 0.852642297744751, 0.755169153213501]",-0.1533322036266327,0.00010021893831435591,0.08140426874160767
1,13,"[0.08103374480160973, -0.12209784253490807, 0.06845704176939021]","[1.084672212600708, 0.852642297744751, 0.755169153213501]",-0.1533322036266327,0.00010021893831435591,0.08140426874160767,"[1.1666481494903564, 0.7300755977630615, 0.8238108158111572]",-0.15630079805850983,9.667174890637398e-05,0.07810535281896591
1,14,"[-0.03728292666280437, -0.07870950185115964, 0.0976384257684624]","[1.1666481494903564, 0.7300755977630615, 0.8238108158111572]",-0.15630079805850983,9.667174890637398e-05,0.07810535281896591,"[1.1299946308135986, 0.6506226062774658, 0.922067403793335]",-0.15804311633110046,9.366494487039745e-05,0.08960984647274017
1,15,"[-0.09356092640954215, -0.02935052424855789, 0.002079430081907229]","[1.1299946308135986, 0.6506226062774658, 0.922067403793335]",-0.15804311633110046,9.366494487039745e-05,0.08960984647274017,"[1.0365684032440186, 0.6205010414123535, 0.9246857166290283]",-0.15915969014167786,3.195615136064589e-06,0.10726554691791534
1,16,"[-0.06418865078278586, -0.025798478024484536, -0.00028900079427583546]","[1.0365684032440186, 0.6205010414123535, 0.9246857166290283]",-0.15915969014167786,3.195615136064589e-06,0.10726554691791534,"[0.9722158908843994, 0.5939164161682129, 0.9248611927032471]",-0.1590825766324997,-3.9055921661201864e-06,0.12014785408973694
1,17,"[-0.02643414115218357, 0.12776920079869056, -0.005970982561051995]","[0.9722158908843994, 0.5939164161682129, 0.9248611927032471]",-0.1590825766324997,-3.9055921661201864e-06,0.12014785408973694,"[0.9455301761627197, 0.7215964794158936, 0.9192559719085693]",-0.15478309988975525,-6.0667298384942114e-06,0.11253255605697632
1,18,"[0.13040406695937434, 0.054457686324289954, -0.11093739028930953]","[0.9455301761627197, 0.7215964794158936, 0.9192559719085693]",-0.15478309988975525,-6.0667298384942114e-06,0.11253255605697632,"[1.0762717723846436, 0.7762236595153809, 0.8080952167510986]",-0.1552683413028717,-3.993998689111322e-05,0.08857287466526031
1,19,"[-0.012771999646185198, -0.0677770626960315, -0.12804383452172421]","[1.0762717723846436, 0.7762236595153809, 0.8080952167510986]",-0.1552683413028717,-3.993998689111322e-05,0.08857287466526031,"[1.0637285709381104, 0.708287239074707, 0.6792590618133545]",-0.1616131067276001,-4.1663348383735865e-05,0.09876202046871185
1,20,"[0.07814338490613609, -0.03494141110690466, 0.09183876305956565]","[1.0637285709381104, 0.708287239074707, 0.6792590618133545]",-0.1616131067276001,-4.1663348383735865e-05,0.09876202046871185,"[1.1423895359039307, 0.6730570793151855, 0.7708752155303955]",-0.16023018956184387,-1.0630057659000158e-05,0.08767404407262802
1,21,"[-0.028277497205174765, 0.1156132619052732, 0.021855755383149898]","[1.1423895359039307, 0.6730570793151855, 0.7708752155303955]",-0.16023018956184387,-1.0630057659000158e-05,0.08767404407262802,"[1.1144282817840576, 0.7889466285705566, 0.7926480770111084]",-0.15438026189804077,-6.661690349574201e-06,0.08170292526483536
1,22,"[-0.024141482038514125, -0.08922966284494621, -0.012828202558128301]","[1.1144282817840576, 0.7889466285705566, 0.7926480770111084]",-0.15438026189804077,-6.661690349574201e-06,0.08170292526483536,"[1.0904505252838135, 0.6995487213134766, 0.7796885967254639]",-0.15945260226726532,-1.6058333130786195e-05,0.09341976791620255
1,23,"[-0.07056134511535199, 0.07976957810894195, -0.055256417704097345]","[1.0904505252838135, 0.6995487213134766, 0.7796885967254639]",-0.15945260226726532,-1.6058333130786195e-05,0.09341976791620255,"[1.0197269916534424, 0.7795367240905762, 0.7240567207336426]",-0.1577347069978714,-1.897810579976067e-05,0.09827423095703125
1,24,"[0.11573940174585999, -0.022814270092412364, 0.0674868708026639]","[1.0197269916534424, 0.7795367240905762, 0.7240567207336426]",-0.1577347069978714,-1.897810579976067e-05,0.09827423095703125,"[1.1358201503753662, 0.7568027973175049, 0.7915499210357666]",-0.1554795652627945,-1.487272311351262e-05,0.08108753710985184
1,25,"[-0.1135545989953746, 0.07473119480007112, 0.06430009436533755]","[1.1358201503753662, 0.7568027973175049, 0.7915499210357666]",-0.1554795652627945,-1.487272311351262e-05,0.08108753710985184,"[1.0220825672149658, 0.8319354057312012, 0.8561623096466064]",-0.15134060382843018,1.9973042071796954e-05,0.09161201119422913
1,26,"[-0.06460384887310783, 0.11153291625894626, 0.10070173947997904]","[1.0220825672149658, 0.8319354057312012, 0.8561623096466064]",-0.15134060382843018,1.9973042071796954e-05,0.09161201119422913,"[0.9570543766021729, 0.9443023204803467, 0.9576056003570557]",-0.14313705265522003,-1.1054653441533446e-06,0.09105833619832993
1,27,"[0.012308895511499015, -0.12166286913237355, 0.04612766767598995]","[0.9570543766021729, 0.9443023204803467, 0.9576056003570557]",-0.14313705265522003,-1.1054653441533446e-06,0.09105833619832993,"[0.9690592288970947, 0.8227951526641846, 1.0045759677886963]",-0.1478189378976822,1.4690194802824408e-05,0.09890598803758621
1,28,"[0.026642828111631336, 0.043621825751109275, 0.012839109840396894]","[0.9690592288970947, 0.8227951526641846, 1.0045759677886963]",-0.1478189378976822,1.4690194802824408e-05,0.09890598803758621,"[0.995558500289917, 0.8667457103729248, 1.0181910991668701]",-0.1450132429599762,1.0527342965360731e-05,0.0912010669708252
1,29,"[0.12315918823366791, 0.1173526006857667, 0.0008437291537518325]","[0.995558500289917, 0.8667457103729248, 1.0181910991668701]",-0.1450132429599762,1.0527342965360731e-05,0.0912010669708252,"[1.1191189289093018, 0.9849045276641846, 1.0196897983551025]",-0.1346963793039322,-6.244526957743801e-06,0.06486786901950836
1,30,"[-0.06851390842757371, -0.06556569409693375, -0.011146695380945454]","[1.1191189289093018, 0.9849045276641846, 1.0196897983551025]",-0.1346963793039322,-6.244526957743801e-06,0.06486786901950836,"[1.0506508350372314, 0.9197204113006592, 1.009040117263794]",-0.1410953253507614,-6.89303305989597e-06,0.079068623483181
1,31,"[0.030458574500627646, -0.05665462546135716, -0.07354563517382916]","[1.0506508350372314, 0.9197204113006592, 1.009040117263794]",-0.1410953253507614,-6.89303305989597e-06,0.079068623483181,"[1.0812771320343018, 0.8631312847137451, 0.9355604648590088]",-0.14572195708751678,-2.0068355297553353e-05,0.07932740449905396
1,32,"[0.023249297666358443, -0.1221876090610449, 0.024376765257397345]","[1.0812771320343018, 0.8631312847137451, 0.9355604648590088]",-0.14572195708751678,-2.0068355297553353e-05,0.07932740449905396,"[1.104766607284546, 0.7404496669769287, 0.9601094722747803]",-0.15118582546710968,-2.156212394766044e-05,0.08552175015211105
1,33,"[0.07169566583094841, -0.09971683940254833, 0.08041775077664608]","[1.104766607284546, 0.7404496669769287, 0.9601094722747803]",-0.15118582546710968,-2.156212394766044e-05,0.08552175015211105,"[1.17696213722229, 0.6398787498474121, 1.0410525798797607]",-0.1525023877620697,-2.4943254175013863e-05,0.0817432776093483
1,34,"[0.10310314493315689, 0.09166672517703292, 0.11676866393438538]","[1.17696213722229, 0.6398787498474121, 1.0410525798797607]",-0.1525023877620697,-2.4943254175013863e-05,0.0817432776093483,"[1.280921220779419, 0.73124098777771, 1.1588194370269775]",-0.1402861475944519,-1.802074257284403e-05,0.05918476730585098
1,35,"[-0.032851257059749686, -0.046084504981278425, 0.10731376207735531]","[1.280921220779419, 0.73124098777771, 1.1588194370269775]",-0.1402861475944519,-1.802074257284403e-05,0.05918476730585098,"[1.2486517429351807, 0.6846914291381836, 1.2674872875213623]",-0.14098672568798065,-1.5958648873493075e-06,0.06722375750541687
1,36,"[-0.07799433358019185, -0.12812547612282485, -0.11676337247073866]","[1.2486517429351807, 0.6846914291381836, 1.2674872875213623]",-0.14098672568798065,-1.5958648873493075e-06,0.06722375750541687,"[1.1708128452301025, 0.5556113719940186, 1.1512892246246338]",-0.15238220989704132,1.9027756934519857e-05,0.0891200378537178
1,37,"[0.05308556854923512, 0.0021273265516212644, -0.013099506999474464]","[1.1708128452301025, 0.5556113719940186, 1.1512892246246338]",-0.15238220989704132,1.9027756934519857e-05,0.0891200378537178,"[1.2242605686187744, 0.5569312572479248, 1.138611078262329]",-0.15155024826526642,1.7275822756346315e-05,0.0807473435997963
1,38,"[-0.0718811006481937, 0.1110357949568562, -0.12258305082952177]","[1.2242605686187744, 0.5569312572479248, 1.138611078262329]",-0.15155024826526642,1.7275822756346315e-05,0.0807473435997963,"[1.1523792743682861, 0.6677906513214111, 1.0157959461212158]",-0.15099574625492096,1.8269038264406845e-05,0.08369287103414536
1,39,"[0.028487950339915243, -0.034258483190298755, 0.03744289631330072]","[1.1523792743682861, 0.6677906513214111, 1.0157959461212158]",-0.15099574625492096,1.8269038264406845e-05,0.08369287103414536,"[1.1809885501861572, 0.6332278251647949, 1.0532214641571045]",-0.15094691514968872,4.589094896800816e-05,0.0817975252866745
2,0,"[0.02955980712370199, -0.03867413729993565, -0.059809578491006585]","[-1.3089969158172607, -1.3089969158172607, -1.3089969158172607]",0.09220918267965317,-2.8518770704977214e-06,0.03214111179113388,"[-1.279310941696167, -1.3478448390960693, -1.3690917491912842]",0.08981194347143173,-2.9332451958907768e-05,0.0363125279545784
2,1,"[0.0794364319802344, -0.09688704530167992, 0.11089355207390221]","[-1.279310941696167, -1.3478448390960693, -1.3690917491912842]",0.08981194347143173,-2.9332451958907768e-05,0.0363125279545784,"[-1.199439287185669, -1.4453046321868896, -1.2579066753387451]",0.08835744857788086,-3.2858908525668085e-05,0.03958012908697128
2,2,"[-0.12541983946661947, 0.09852995786619156, -0.03239967993242808]","[-1.199439287185669, -1.4453046321868896, -1.2579066753387451]",0.08835744857788086,-3.2858908525668085e-05,0.03958012908697128,"[-1.3250257968902588, -1.3468129634857178, -1.2902171611785889]",0.08815162628889084,-1.862005956354551e-05,0.030505478382110596
2,3,"[0.03217696701864643, -0.03816740013411156, 0.015555941720920261]","[-1.3250257968902588, -1.3468129634857178, -1.2902171611785889]",0.08815162628889084,-1.862005956354551e-05,0.030505478382110596,"[-1.2928516864776611, -1.3851845264434814, -1.2745115756988525]",0.08716125041246414,-2.353243326069787e-05,0.03249966353178024
2,4,"[-0.0618011168249955, -0.03236276850939959, -0.0015490141464738856]","[-1.2928516864776611, -1.3851845264434814, -1.2745115756988525]",0.08716125041246414,-2.353243326069787e-05,0.03249966353178024,"[-1.354919672012329, -1.4178688526153564, -1.2759411334991455]",0.07966379076242447,-2.635199052747339e-05,0.02715533971786499
2,5,"[-0.0009875544624959234, -0.07417385638953808, -0.007287351425651844]","[-1.354919672012329, -1.4178688526153564, -1.2759411334991455]",0.07966379076242447,-2.635199052747339e-05,0.02715533971786499,"[-1.3561413288116455, -1.4926559925079346, -1.2831604480743408]",0.07253348082304001,-2.2841415557195432e-05,0.027253612875938416
