sequence,step,increments,prev_j_positions,prev_j_velocities,prev_j_forces,prev_base_pos_x,prev_base_pos_y,prev_base_pos_z,prev_base_ori_alpha,prev_base_ori_beta,prev_base_ori_gamma,post_j_positions,post_j_velocities,post_j_forces,post_base_pos_x,post_base_pos_y,post_base_pos_z,post_base_ori_alpha,post_base_ori_beta,post_base_ori_gamma
1,0,"[0.10993296212112418, 0.024794125862531616, -0.02176763472061603, -0.039482159716674195, 0.057767501015623716, -0.12246567305454252, 0.00045657541942454867, 0.04920887968635171]","[-0.001276254653930664, -0.05038166046142578, -0.001194000244140625, -0.04329180717468262, 0.00041294097900390625, -0.047821044921875, 0.0004825592041015625, -0.03715872764587402]","[-0.016260161995887756, 0.0374317541718483, 0.05273698270320892, -0.0968434065580368, 0.160499706864357, -0.050162121653556824, 0.10633224993944168, -0.059889376163482666]","[-0.04546167701482773, 0.23985986411571503, -0.03103335201740265, 0.16164928674697876, 0.0037441260647028685, 0.21641325950622559, 0.0007041605422273278, 0.1440921127796173]",0.033588211983442307,0.0,0.0,-0.0001944791729329154,-0.0012654506135731936,0.0008553487714380026,"[0.10953855514526367, -0.0697636604309082, -0.022740840911865234, -0.11509370803833008, 0.058010101318359375, -0.20592117309570312, 0.00021409988403320312, -0.015115976333618164]","[0.02975395694375038, -0.006532519590109587, -0.010156398639082909, -0.2817089557647705, 0.00028609574656002223, 0.06599275022745132, 0.14381079375743866, 0.06966431438922882]","[-0.0046549043618142605, 0.1265886127948761, -0.0015750402817502618, 0.39162251353263855, -0.03864065557718277, 0.34581342339515686, -0.0005789799615740776, 0.1306401491165161]",-0.00021867429313715547,0.006984766572713852,0.035826753824949265,0.0062971874140203,0.0011440033558756113,-0.01597127504646778
1,1,"[0.08614978236598826, 0.09654881738914581, -0.08172297960584257, 0.06980468386870835, 0.11482817853699698, 0.08977940746851709, 0.1232835603251281, 0.0939604962057303]","[0.10953855514526367, -0.0697636604309082, -0.022740840911865234, -0.11509370803833008, 0.058010101318359375, -0.20592117309570312, 0.00021409988403320312, -0.015115976333618164]","[0.02975395694375038, -0.006532519590109587, -0.010156398639082909, -0.2817089557647705, 0.00028609574656002223, 0.06599275022745132, 0.14381079375743866, 0.06966431438922882]","[-0.0046549043618142605, 0.1265886127948761, -0.0015750402817502618, 0.39162251353263855, -0.03864065557718277, 0.34581342339515686, -0.0005789799615740776, 0.1306401491165161]",-0.00021867429313715547,0.006984766572713852,0.035826753824949265,0.0062971874140203,0.0011440033558756113,-0.01597127504646778,"[0.19626140594482422, -0.007611513137817383, -0.10378074645996094, -0.07155394554138184, 0.1734166145324707, -0.15044116973876953, 0.12059164047241211, 0.04628467559814453]","[0.03185199201107025, 0.02441350370645523, 0.09231355786323547, -0.03442685306072235, -0.006580202374607325, 0.13341598212718964, -0.00953652523458004, 0.15964142978191376]","[-0.0060751414857804775, 0.13080856204032898, 0.04394099488854408, 0.36018991470336914, -0.029532447457313538, 0.2026921510696411, -0.088736392557621, -0.18075115978717804]",0.005670461803674698,0.006567029748111963,0.03490136191248894,0.006603958085179329,0.004157025832682848,-0.01852937415242195
1,2,"[-0.0894619277510486, -0.1029133853471388, -0.10036222691583857, -0.07269930423839616, -0.029560018301631536, -0.02273012545043152, 0.11030948288110548, -0.08235112244891553]","[0.19626140594482422, -0.007611513137817383, -0.10378074645996094, -0.07155394554138184, 0.1734166145324707, -0.15044116973876953, 0.12059164047241211, 0.04628467559814453]","[0.03185199201107025, 0.02441350370645523, 0.09231355786323547, -0.03442685306072235, -0.006580202374607325, 0.13341598212718964, -0.00953652523458004, 0.15964142978191376]","[-0.0060751414857804775, 0.13080856204032898, 0.04394099488854408, 0.36018991470336914, -0.029532447457313538, 0.2026921510696411, -0.088736392557621, -0.18075115978717804]",0.005670461803674698,0.006567029748111963,0.03490136191248894,0.006603958085179329,0.004157025832682848,-0.01852937415242195,"[0.10801315307617188, -0.1410503387451172, -0.2062227725982666, -0.16579556465148926, 0.14375591278076172, -0.19974684715270996, 0.2330150604248047, -0.05408644676208496]","[-0.027751287445425987, 0.019835971295833588, -0.008439824916422367, -0.08492275327444077, -0.05588403716683388, 0.10881175100803375, 0.012588213197886944, -0.0813465565443039]","[0.020754758268594742, 0.14288420975208282, -0.025396782904863358, 0.33289527893066406, -0.030660545453429222, 0.346212238073349, 0.0012587839737534523, 0.12766501307487488]",0.0070412675850093365,0.007444213610142469,0.0364401675760746,0.001399667002260685,-0.0014102768618613482,-0.00841683428734541
1,3,"[-0.00019983410037421314, -0.050587159808683335, 0.040230142362176, -0.09425549957585447, -0.03340025152625318, -0.10934048091065578, -0.027320902441706464, -0.06749642507640238]","[0.10801315307617188, -0.1410503387451172, -0.2062227725982666, -0.16579556465148926, 0.14375591278076172, -0.19974684715270996, 0.2330150604248047, -0.05408644676208496]","[-0.027751287445425987, 0.019835971295833588, -0.008439824916422367, -0.08492275327444077, -0.05588403716683388, 0.10881175100803375, 0.012588213197886944, -0.0813465565443039]","[0.020754758268594742, 0.14288420975208282, -0.025396782904863358, 0.33289527893066406, -0.030660545453429222, 0.346212238073349, 0.0012587839737534523, 0.12766501307487488]",0.0070412675850093365,0.007444213610142469,0.0364401675760746,0.001399667002260685,-0.0014102768618613482,-0.00841683428734541,"[0.10831928253173828, -0.21587824821472168, -0.16698551177978516, -0.27821898460388184, 0.1097712516784668, -0.32990002632141113, 0.20735692977905273, -0.1380929946899414]","[0.014590882696211338, 0.05078199505805969, -0.007486172020435333, 0.0043868012726306915, 0.036429524421691895, -0.12106618285179138, 0.0017165745375677943, -0.2146194875240326]","[0.0010131672024726868, 0.12627042829990387, -0.01686222478747368, 0.3204607665538788, -0.03733953833580017, 0.2902466952800751, 5.800998678751057e-06, 0.1275509148836136]",0.0057040113024413586,0.0072464426048099995,0.038783732801675797,0.002652702620252967,0.0014270177343860269,-0.008624142035841942
1,4,"[-0.09944264281894664, -0.012195579356069438, -0.10520009863929196, -0.007907929369566859, 0.021669552243117885, 0.10691496936359277, -0.0020597376327414255, -0.12184037807768557]","[0.10831928253173828, -0.21587824821472168, -0.16698551177978516, -0.27821898460388184, 0.1097712516784668, -0.32990002632141113, 0.20735692977905273, -0.1380929946899414]","[0.014590882696211338, 0.05078199505805969, -0.007486172020435333, 0.0043868012726306915, 0.036429524421691895, -0.12106618285179138, 0.0017165745375677943, -0.2146194875240326]","[0.0010131672024726868, 0.12627042829990387, -0.01686222478747368, 0.3204607665538788, -0.03733953833580017, 0.2902466952800751, 5.800998678751057e-06, 0.1275509148836136]",0.0057040113024413586,0.0072464426048099995,0.038783732801675797,0.002652702620252967,0.0014270177343860269,-0.008624142035841942,"[0.0066814422607421875, -0.2487199306488037, -0.27291035652160645, -0.30767202377319336, 0.1319561004638672, -0.24483656883239746, 0.20629215240478516, -0.2748291492462158]","[-0.03280564397573471, -0.02021743357181549, 0.14338165521621704, -0.12006484717130661, -0.007533854804933071, -0.07200076431035995, -0.013637230731546879, -0.07867632806301117]","[-0.05685579776763916, 0.18040800094604492, 0.05951956659555435, 0.21850493550300598, 0.003876796457916498, 0.18922387063503265, -0.012206083163619041, 0.20509347319602966]",0.009329887107014656,0.008350428193807602,0.03863833099603653,-0.001110413926653564,0.005067147314548492,0.007812011055648327
1,5,"[0.02669767101902102, 0.052376835924624686, 0.04790675039428694, -0.003064061076315867, 0.07404050008844987, -0.10212089976381813, -0.029435726162461737, -0.025769565698284324]","[0.0066814422607421875, -0.2487199306488037, -0.27291035652160645, -0.30767202377319336, 0.1319561004638672, -0.24483656883239746, 0.20629215240478516, -0.2748291492462158]","[-0.03280564397573471, -0.02021743357181549, 0.14338165521621704, -0.12006484717130661, -0.007533854804933071, -0.07200076431035995, -0.013637230731546879, -0.07867632806301117]","[-0.05685579776763916, 0.18040800094604492, 0.05951956659555435, 0.21850493550300598, 0.003876796457916498, 0.18922387063503265, -0.012206083163619041, 0.20509347319602966]",0.009329887107014656,0.008350428193807602,0.03863833099603653,-0.001110413926653564,0.005067147314548492,0.007812011055648327,"[0.033940792083740234, -0.2114572525024414, -0.22609615325927734, -0.3216888904571533, 0.20589256286621094, -0.36238789558410645, 0.17766857147216797, -0.31140589714050293]","[-0.008106046356260777, 0.11248330771923065, -0.01082395575940609, -0.2087068408727646, 0.005531184375286102, 0.15887850522994995, -0.004196071065962315, 0.2106141448020935]","[0.0013772137463092804, 0.12978635728359222, 0.0033651229459792376, 0.3129262626171112, -0.03405330702662468, 0.2851963937282562, -0.009111824445426464, 0.12203594297170639]",0.009677726775407791,0.006412503309547901,0.03940505534410477,0.0026919133961200714,0.0029728468507528305,-0.014838946983218193
1,6,"[0.04066578861472722, -0.02289512496850169, 0.061250824621925465, 0.061680951376608985, -0.03132427849489106, 0.09779688472307912, -0.10822810949265212, -0.013954517944615857]","[0.033940792083740234, -0.2114572525024414, -0.22609615325927734, -0.3216888904571533, 0.20589256286621094, -0.36238789558410645, 0.17766857147216797, -0.31140589714050293]","[-0.008106046356260777, 0.11248330771923065, -0.01082395575940609, -0.2087068408727646, 0.005531184375286102, 0.15887850522994995, -0.004196071065962315, 0.2106141448020935]","[0.0013772137463092804, 0.12978635728359222, 0.0033651229459792376, 0.3129262626171112, -0.03405330702662468, 0.2851963937282562, -0.009111824445426464, 0.12203594297170639]",0.009677726775407791,0.006412503309547901,0.03940505534410477,0.0026919133961200714,0.0029728468507528305,-0.014838946983218193,"[0.07662343978881836, -0.2494523525238037, -0.16727495193481445, -0.2744479179382324, 0.17665815353393555, -0.2794017791748047, 0.06788969039916992, -0.3361546993255615]","[0.07638756185770035, 0.009441159665584564, 0.027989700436592102, -0.04076864570379257, -0.06810377538204193, -0.045307133346796036, -0.007535291835665703, -0.07749904692173004]","[0.06692752242088318, 0.20337370038032532, -0.06594251841306686, 0.2082640677690506, 0.06662877649068832, 0.17665360867977142, -0.04627436771988869, 0.20696523785591125]",0.004765005316585302,0.006134609691798687,0.038953572511672974,0.002353949937969446,0.004712676629424095,-0.006023574620485306
1,7,"[0.1063029912838853, 0.09186341667655229, 0.01905304510544382, 0.06614198216352771, 0.1012403654481602, -0.03157449481672089, 0.039589378886854494, 0.12259794429683174]","[0.07662343978881836, -0.2494523525238037, -0.16727495193481445, -0.2744479179382324, 0.17665815353393555, -0.2794017791748047, 0.06788969039916992, -0.3361546993255615]","[0.07638756185770035, 0.009441159665584564, 0.027989700436592102, -0.04076864570379257, -0.06810377538204193, -0.045307133346796036, -0.007535291835665703, -0.07749904692173004]","[0.06692752242088318, 0.20337370038032532, -0.06594251841306686, 0.2082640677690506, 0.06662877649068832, 0.17665360867977142, -0.04627436771988869, 0.20696523785591125]",0.004765005316585302,0.006134609691798687,0.038953572511672974,0.002353949937969446,0.004712676629424095,-0.006023574620485306,"[0.18250036239624023, -0.16986632347106934, -0.14780831336975098, -0.2152254581451416, 0.2712125778198242, -0.31939005851745605, 0.11618614196777344, -0.2210376262664795]","[0.025181228294968605, 0.0053891646675765514, -0.024704311043024063, 0.3422357738018036, -0.2712705135345459, 0.008966043591499329, -0.19181610643863678, -0.15909957885742188]","[-0.04947500675916672, 0.1513679176568985, 0.01589256152510643, 0.33384451270103455, -0.2929852604866028, 0.30127134919166565, 0.20075425505638123, 0.10134182125329971]",0.003836162621155381,0.003937544766813517,0.03816361725330353,0.0056964801624417305,0.0014527241000905633,-0.023103954270482063
1,8,"[-0.005095435566275512, -0.03103263804461861, 0.010890361748525371, 0.0768269824623819, 0.08138984259985974, -0.1123274229864671, 0.11985332866424285, 0.08551260303109728]","[0.18250036239624023, -0.16986632347106934, -0.14780831336975098, -0.2152254581451416, 0.2712125778198242, -0.31939005851745605, 0.11618614196777344, -0.2210376262664795]","[0.025181228294968605, 0.0053891646675765514, -0.024704311043024063, 0.3422357738018036, -0.2712705135345459, 0.008966043591499329, -0.19181610643863678, -0.15909957885742188]","[-0.04947500675916672, 0.1513679176568985, 0.01589256152510643, 0.33384451270103455, -0.2929852604866028, 0.30127134919166565, 0.20075425505638123, 0.10134182125329971]",0.003836162621155381,0.003937544766813517,0.03816361725330353,0.0056964801624417305,0.0014527241000905633,-0.023103954270482063,"[0.17920875549316406, -0.20717215538024902, -0.13590359687805176, -0.147566556930542, 0.35370349884033203, -0.4434347152709961, 0.23566150665283203, -0.14326691627502441]","[-0.061903852969408035, 0.08126669377088547, 0.02065051533281803, 0.028615033254027367, 0.014021365903317928, -0.055370088666677475, 0.02260587550699711, 0.035196490585803986]","[0.03656979277729988, 0.28209957480430603, 0.011402473784983158, 0.22222790122032166, -0.0689961165189743, 0.23817169666290283, 0.006590898148715496, 0.12208130210638046]",0.006166112143546343,0.00394641887396574,0.03877703472971916,0.010384635999798775,-0.009757589548826218,-0.03684086725115776
1,9,"[-0.043630487523513985, 0.018371544531572134, -0.006836579947633282, 0.05370815554490406, -0.11603927285898694, -0.04166498484759517, -0.0035143585332456126, 0.11148531603141976]","[0.17920875549316406, -0.20717215538024902, -0.13590359687805176, -0.147566556930542, 0.35370349884033203, -0.4434347152709961, 0.23566150665283203, -0.14326691627502441]","[-0.061903852969408035, 0.08126669377088547, 0.02065051533281803, 0.028615033254027367, 0.014021365903317928, -0.055370088666677475, 0.02260587550699711, 0.035196490585803986]","[0.03656979277729988, 0.28209957480430603, 0.011402473784983158, 0.22222790122032166, -0.0689961165189743, 0.23817169666290283, 0.006590898148715496, 0.12208130210638046]",0.006166112143546343,0.00394641887396574,0.03877703472971916,0.010384635999798775,-0.009757589548826218,-0.03684086725115776,"[0.13656949996948242, -0.1933307647705078, -0.14312410354614258, -0.09999275207519531, 0.2360692024230957, -0.49566078186035156, 0.23167943954467773, -0.03754758834838867]","[-0.04139641299843788, 0.12566769123077393, -0.025848912075161934, 0.17045021057128906, 0.07907287031412125, -0.04077642038464546, -0.003815337549895048, 0.11183708161115646]","[0.032032132148742676, 0.28562796115875244, -0.011187275871634483, 0.23155272006988525, -0.10137939453125, 0.22075112164020538, 0.01297292672097683, 0.12903547286987305]",0.005238247569650412,-0.00014215415285434574,0.038712795823812485,0.013196448795497417,-0.018657896667718887,-0.013427621684968472
2,0,"[0.1277465796868587, -0.07471727591410196, 0.10393293704157291, -0.11159679548324294, -0.0550539388618045, -0.048675717875030736, 0.09218420216513555, -0.1255788359478159]","[-0.001276254653930664, -0.05038166046142578, -0.001194000244140625, -0.04329180717468262, 0.00041294097900390625, -0.047821044921875, 0.0004825592041015625, -0.03715872764587402]","[-0.016260161995887756, 0.0374317541718483, 0.05273698270320892, -0.0968434065580368, 0.160499706864357, -0.050162121653556824, 0.10633224993944168, -0.059889376163482666]","[-0.04546167701482773, 0.23985986411571503, -0.03103335201740265, 0.16164928674697876, 0.0037441260647028685, 0.21641325950622559, 0.0007041605422273278, 0.1440921127796173]",0.033588211983442307,0.0,0.0,-0.0001944791729329154,-0.0012654506135731936,0.0008553487714380026,"[0.12780046463012695, -0.16663217544555664, 0.10249662399291992, -0.19071602821350098, -0.0517575740814209, -0.13897418975830078, 0.09222555160522461, -0.19323444366455078]","[-0.006294106598943472, 0.0692351683974266, -0.0008582872687838972, -0.05702842026948929, -0.07572000473737717, -0.02942017838358879, 0.10757200419902802, 0.0008582872687838972]","[-0.0066417520865798, 0.23105080425739288, -0.02183760516345501, 0.21898846328258514, 0.08066093176603317, 0.1513320654630661, -0.05377810075879097, 0.269321471452713]",-0.004349887371063232,0.009327228181064129,0.03674149885773659,-0.0007383342017419636,0.005350644234567881,-0.011080344207584858
2,1,"[-0.032550190762209226, 0.10631939511049474, 0.07160771165932577, -0.08361371863556896, -0.04161181369587809, -0.10557851464719226, -0.029817948584109855, 0.022202308292687677]","[0.12780046463012695, -0.16663217544555664, 0.10249662399291992, -0.19071602821350098, -0.0517575740814209, -0.13897418975830078, 0.09222555160522461, -0.19323444366455078]","[-0.006294106598943472, 0.0692351683974266, -0.0008582872687838972, -0.05702842026948929, -0.07572000473737717, -0.02942017838358879, 0.10757200419902802, 0.0008582872687838972]","[-0.0066417520865798, 0.23105080425739288, -0.02183760516345501, 0.21898846328258514, 0.08066093176603317, 0.1513320654630661, -0.05377810075879097, 0.269321471452713]",-0.004349887371063232,0.009327228181064129,0.03674149885773659,-0.0007383342017419636,0.005350644234567881,-0.011080344207584858,"[0.09604501724243164, -0.09491372108459473, 0.17486238479614258, -0.3024559020996094, -0.09487795829772949, -0.27341794967651367, 0.06352090835571289, -0.19464468955993652]","[-0.009155063889920712, 0.04777798801660538, 0.003528514178469777, 0.04448788985610008, 0.05974632874131203, -0.17032232880592346, -0.0043868012726306915, -0.005864962935447693]","[0.002891889540478587, 0.12635357677936554, -0.03582649305462837, 0.3208470940589905, -0.002307590562850237, 0.3315316140651703, 0.0009876539697870612, 0.12891879677772522]",-0.008149150758981705,0.009011807851493359,0.0384761244058609,-0.0016743825981393456,-0.0014318522298708558,-0.018987130373716354
2,2,"[0.0028107580661036803, 0.03376271274857462, 0.11376042467738232, -0.1097951469484442, -0.07648780022612306, 0.096018503723857, -0.009213692841213853, -0.11516715634502094]","[0.09604501724243164, -0.09491372108459473, 0.17486238479614258, -0.3024559020996094, -0.09487795829772949, -0.27341794967651367, 0.06352090835571289, -0.19464468955993652]","[-0.009155063889920712, 0.04777798801660538, 0.003528514178469777, 0.04448788985610008, 0.05974632874131203, -0.17032232880592346, -0.0043868012726306915, -0.005864962935447693]","[0.002891889540478587, 0.12635357677936554, -0.03582649305462837, 0.3208470940589905, -0.002307590562850237, 0.3315316140651703, 0.0009876539697870612, 0.12891879677772522]",-0.008149150758981705,0.009011807851493359,0.0384761244058609,-0.0016743825981393456,-0.0014318522298708558,-0.018987130373716354,"[0.11615896224975586, -0.09078741073608398, 0.2719745635986328, -0.4369218349456787, -0.17180776596069336, -0.2071526050567627, 0.0568995475769043, -0.33036279678344727]","[-0.4503147006034851, -0.018214762210845947, 0.5878313779830933, 0.23445546627044678, -0.04067327827215195, 0.07057028263807297, 0.04320045933127403, 0.20775319635868073]","[0.27114978432655334, 0.052352000027894974, -0.5552632808685303, 0.2291775941848755, 0.06464926898479462, 0.18170353770256042, 0.061073243618011475, 0.2289857417345047]",-0.013437364250421524,0.011776796542108059,0.03984929993748665,-0.004116124473512173,0.01912294700741768,-0.024786407127976418
2,3,"[-0.025783673871889744, 0.08605040665206828, 0.11079697408243017, -0.11368891083345803, 0.06578947190778392, -0.04989013025822843, -0.0007718849762365332, 0.10982852901106169]","[0.11615896224975586, -0.09078741073608398, 0.2719745635986328, -0.4369218349456787, -0.17180776596069336, -0.2071526050567627, 0.0568995475769043, -0.33036279678344727]","[-0.4503147006034851, -0.018214762210845947, 0.5878313779830933, 0.23445546627044678, -0.04067327827215195, 0.07057028263807297, 0.04320045933127403, 0.20775319635868073]","[0.27114978432655334, 0.052352000027894974, -0.5552632808685303, 0.2291775941848755, 0.06464926898479462, 0.18170353770256042, 0.061073243618011475, 0.2289857417345047]",-0.013437364250421524,0.011776796542108059,0.03984929993748665,-0.004116124473512173,0.01912294700741768,-0.024786407127976418,"[0.12948083877563477, -0.028339624404907227, 0.3287334442138672, -0.5740280151367188, -0.10628604888916016, -0.2796518802642822, 0.055893898010253906, -0.2408902645111084]","[-1.5199313163757324, -0.11625023931264877, -1.7456609010696411, -0.17952507734298706, 0.010156398639082909, 0.012206751853227615, -0.30135419964790344, -0.06108144298195839]","[0.9853329658508301, 0.002734500216320157, -1.4513638019561768, 0.20586898922920227, -0.02175428904592991, 0.27824386954307556, 0.015222132205963135, 0.17483040690422058]",-0.01683042198419571,0.012935957871377468,0.040476150810718536,-0.010442252270877361,0.001120819360949099,-0.03945805877447128
2,4,"[-0.08532856964678855, -0.0862306270531694, -0.10393933681083001, -0.08344927106834919, 0.07857201696563364, 0.09517490066114585, 0.03366478943505614, -0.09603822344676469]","[0.12948083877563477, -0.028339624404907227, 0.3287334442138672, -0.5740280151367188, -0.10628604888916016, -0.2796518802642822, 0.055893898010253906, -0.2408902645111084]","[-1.5199313163757324, -0.11625023931264877, -1.7456609010696411, -0.17952507734298706, 0.010156398639082909, 0.012206751853227615, -0.30135419964790344, -0.06108144298195839]","[0.9853329658508301, 0.002734500216320157, -1.4513638019561768, 0.20586898922920227, -0.02175428904592991, 0.27824386954307556, 0.015222132205963135, 0.17483040690422058]",-0.01683042198419571,0.012935957871377468,0.040476150810718536,-0.010442252270877361,0.001120819360949099,-0.03945805877447128,"[0.048371315002441406, -0.13309550285339355, 0.23045110702514648, -0.679502010345459, -0.02927541732788086, -0.2045435905456543, 0.09153270721435547, -0.3511941432952881]","[0.17385084927082062, -0.1837688386440277, -0.3885180354118347, 0.023650581017136574, 0.027083730325102806, -0.008582872338593006, 0.01316040474921465, -0.07905779033899307]","[0.28607141971588135, 0.11631033569574356, -0.3358461558818817, 0.0979083776473999, -0.0043973159044981, 0.16368666291236877, 0.03404660150408745, 0.24981021881103516]",-0.011913075111806393,0.014662343077361584,0.040834881365299225,-0.008307918906211853,0.02295682206749916,-0.04167099669575691
2,5,"[0.07943088741776415, 0.04475361139207724, 0.03308525911954176, 0.057574031777570964, 0.07831839147505942, 0.13070127720556396, 0.0014802847133518387, 0.04583396704854764]","[0.048371315002441406, -0.13309550285339355, 0.23045110702514648, -0.679502010345459, -0.02927541732788086, -0.2045435905456543, 0.09153270721435547, -0.3511941432952881]","[0.17385084927082062, -0.1837688386440277, -0.3885180354118347, 0.023650581017136574, 0.027083730325102806, -0.008582872338593006, 0.01316040474921465, -0.07905779033899307]","[0.28607141971588135, 0.11631033569574356, -0.3358461558818817, 0.0979083776473999, -0.0043973159044981, 0.16368666291236877, 0.03404660150408745, 0.24981021881103516]",-0.011913075111806393,0.014662343077361584,0.040834881365299225,-0.008307918906211853,0.02295682206749916,-0.04167099669575691,"[0.11771678924560547, -0.10451436042785645, 0.27726173400878906, -0.6427075862884521, 0.049271583557128906, -0.08911609649658203, 0.09396743774414062, -0.31694841384887695]","[0.010585542768239975, 0.03247186541557312, -0.1958802193403244, -0.007772267796099186, -0.028895670548081398, 0.026893001049757004, 0.1052832379937172, -0.011014685966074467]","[0.013089289888739586, 0.12646108865737915, -0.039985291659832, 0.12400327622890472, -0.01018201932311058, 0.21883268654346466, 0.02478339895606041, 0.25157028436660767]",-0.013305559754371643,0.013982324860990047,0.04029746726155281,-0.009740023873746395,0.047893401235342026,-0.051026601344347
2,6,"[-0.06790783440061919, 0.10119095010740878, 0.01675644459288516, -0.07868170245451564, -0.06330332053960049, 0.113766379961401, -0.10808724829582843, -0.028248057825977464]","[0.11771678924560547, -0.10451436042785645, 0.27726173400878906, -0.6427075862884521, 0.049271583557128906, -0.08911609649658203, 0.09396743774414062, -0.31694841384887695]","[0.010585542768239975, 0.03247186541557312, -0.1958802193403244, -0.007772267796099186, -0.028895670548081398, 0.026893001049757004, 0.1052832379937172, -0.011014685966074467]","[0.013089289888739586, 0.12646108865737915, -0.039985291659832, 0.12400327622890472, -0.01018201932311058, 0.21883268654346466, 0.02478339895606041, 0.25157028436660767]",-0.013305559754371643,0.013982324860990047,0.04029746726155281,-0.009740023873746395,0.047893401235342026,-0.051026601344347,"[0.047308921813964844, -0.015793800354003906, 0.2981681823730469, -0.7357907295227051, -0.019447803497314453, 0.006304740905761719, -0.010503292083740234, -0.3562140464782715]","[0.3526606857776642, -0.08582872152328491, -0.46376121044158936, -0.12397482246160507, 0.1830408275127411, 0.20755437016487122, -0.10921403765678406, -0.02074589766561985]","[0.2293645441532135, 0.10599865764379501, -0.24368591606616974, 0.09820724278688431, -0.1235387921333313, -0.1854928731918335, 0.09674916416406631, 0.23555824160575867]",-0.018766289576888084,0.01671965979039669,0.04089047387242317,-0.008495282381772995,0.06534355878829956,-0.04373060166835785
2,7,"[0.04133425837528734, -0.04590437752756134, -0.07783803982132344, -0.07435258814499315, -0.1158750321117701, -0.015357752476842245, -0.09918114987984758, 0.03429198801393148]","[0.047308921813964844, -0.015793800354003906, 0.2981681823730469, -0.7357907295227051, -0.019447803497314453, 0.006304740905761719, -0.010503292083740234, -0.3562140464782715]","[0.3526606857776642, -0.08582872152328491, -0.46376121044158936, -0.12397482246160507, 0.1830408275127411, 0.20755437016487122, -0.10921403765678406, -0.02074589766561985]","[0.2293645441532135, 0.10599865764379501, -0.24368591606616974, 0.09820724278688431, -0.1235387921333313, -0.1854928731918335, 0.09674916416406631, 0.23555824160575867]",-0.018766289576888084,0.01671965979039669,0.04089047387242317,-0.008495282381772995,0.06534355878829956,-0.04373060166835785,"[0.0798945426940918, -0.07376551628112793, 0.23209381103515625, -0.8233218193054199, -0.13792753219604492, -0.02083897590637207, -0.10920262336730957, -0.3272542953491211]","[-0.02317817695438862, 0.18680846691131592, -0.06610072404146194, 0.2593952715396881, 0.11593857407569885, 0.04602251201868057, 0.025133537128567696, -0.014927508309483528]","[0.021987801417708397, 0.12881137430667877, -0.014249816536903381, 0.07206785678863525, -0.039480067789554596, 0.05092298984527588, 0.06094520539045334, 0.2715533673763275]",-0.02147486060857773,0.02199767343699932,0.04061998426914215,-0.009464235976338387,0.0689534917473793,-0.02442016266286373
2,8,"[-0.09861787523051026, 0.04823820163583024, 0.0304336224239596, 0.00011970553570783345, 0.09483217496853824, 0.08748285247543601, -0.06696904140423714, 0.10801393529249431]","[0.0798945426940918, -0.07376551628112793, 0.23209381103515625, -0.8233218193054199, -0.13792753219604492, -0.02083897590637207, -0.10920262336730957, -0.3272542953491211]","[-0.02317817695438862, 0.18680846691131592, -0.06610072404146194, 0.2593952715396881, 0.11593857407569885, 0.04602251201868057, 0.025133537128567696, -0.014927508309483528]","[0.021987801417708397, 0.12881137430667877, -0.014249816536903381, 0.07206785678863525, -0.039480067789554596, 0.05092298984527588, 0.06094520539045334, 0.2715533673763275]",-0.02147486060857773,0.02199767343699932,0.04061998426914215,-0.009464235976338387,0.0689534917473793,-0.02442016266286373,"[-0.005834102630615234, -0.0373837947845459, 0.25211524963378906, -0.8357517719268799, -0.0499882698059082, 0.04207658767700195, -0.1766977310180664, -0.22885584831237793]","[0.5329073071479797, -0.035148799419403076, 0.691053032875061, 0.14235979318618774, 0.27608737349510193, 0.19200687110424042, -0.1063525378704071, -0.05870850756764412]","[0.47578659653663635, 0.07791773974895477, -0.688576340675354, 0.06289373338222504, -0.23878374695777893, -0.473041296005249, 0.12958092987537384, 0.20033201575279236]",-0.027028409764170647,0.022648923099040985,0.04016314446926117,-0.012781158089637756,0.006169980391860008,-0.02669963613152504
2,9,"[0.04382711233394674, -0.10669847257912368, 0.07377216807829849, -0.001347590187720261, 0.12803701329742356, 0.06931991233277182, 0.12461931783406999, -0.11509044064555608]","[-0.005834102630615234, -0.0373837947845459, 0.25211524963378906, -0.8357517719268799, -0.0499882698059082, 0.04207658767700195, -0.1766977310180664, -0.22885584831237793]","[0.5329073071479797, -0.035148799419403076, 0.691053032875061, 0.14235979318618774, 0.27608737349510193, 0.19200687110424042, -0.1063525378704071, -0.05870850756764412]","[0.47578659653663635, 0.07791773974895477, -0.688576340675354, 0.06289373338222504, -0.23878374695777893, -0.473041296005249, 0.12958092987537384, 0.20033201575279236]",-0.027028409764170647,0.022648923099040985,0.04016314446926117,-0.012781158089637756,0.006169980391860008,-0.02669963613152504,"[0.053680419921875, -0.1520247459411621, 0.3133378028869629, -0.8461706638336182, 0.07955074310302734, 0.09515619277954102, -0.053429365158081055, -0.3516848087310791]","[-0.6992560029029846, -0.11946775764226913, -1.9487791061401367, 0.2037867158651352, -0.0007630675099790096, 0.02079359069466591, -0.0866081640124321, -0.03362266346812248]","[0.6688472032546997, 0.03857707232236862, -0.911865234375, 0.1350562870502472, -0.08210445195436478, -0.6891931295394897, 0.08149373531341553, 0.1505403071641922]",-0.02133961021900177,0.021525073796510696,0.04147931933403015,-0.006026759743690491,0.005154818762093782,-0.0765129029750824
